word,wlen,firsttime,totaltime,word,surprisal
deed ,5,171.6,190.0,deed,17.567629341173124
en ,3,38.1,65.1,en,17.567629341173124
van ,4,158.9,218.7,van,17.567629341173124
andere ,7,132.4,132.4,andere,17.567629341173124
mensen ,7,202.2,261.4,mensen,17.567629341173124
verlangde ,10,151.7,284.5,verlangde,17.567629341173124
dat ,4,67.6,91.9,dat,17.567629341173124
ze ,3,79.5,79.5,ze,17.567629341173124
zich ,5,173.4,216.0,zich,17.567629341173124
ernaar ,7,223.7,291.8,ernaar,17.567629341173124
"schikten, ",10,182.9,251.6,schikten,17.567629341173124
en ,3,107.7,107.7,en,17.567629341173124
in ,3,106.1,148.9,in,17.567629341173124
dit ,4,142.9,246.8,dit,17.567629341173124
geval ,6,194.4,216.3,geval,17.567629341173124
hield ,6,171.8,208.8,hield,17.573558436298875
ze ,3,102.8,102.8,ze,17.567629341173124
zeker ,6,179.0,288.3,zeker,17.567629341173124
de ,3,19.1,19.1,de,17.567629341173124
touwtjes ,9,187.1,285.8,touwtjes,17.567629341173124
in ,3,11.9,26.6,in,17.567629341173124
"handen, ",8,123.4,214.0,handen,17.567629341173124
namelijk: ,10,236.6,383.4,namelijk,17.576513871196795
de ,3,31.9,31.9,de,17.567629341173124
koorden ,8,217.9,357.2,koorden,17.567629341173124
van ,4,83.8,126.0,van,17.567629341173124
de ,3,156.3,156.3,de,17.567629341173124
beurs. ,7,233.8,360.9,beurs,17.567629341173124
John ,5,189.0,214.7,john,25.26048615415301
zag ,4,154.6,171.7,zag,17.567629341173124
mijn ,5,160.9,301.3,mijn,17.567629341173124
verbazing ,10,198.8,262.4,verbazing,17.567629341173124
over ,5,155.4,188.8,over,17.567629341173124
het ,4,119.0,174.3,het,17.567629341173124
nieuws ,7,133.1,296.8,nieuws,17.567629341173124
van ,4,109.1,118.7,van,17.567629341173124
zijn ,5,107.9,135.4,zijn,17.567629341173124
moeders ,8,163.1,253.6,moeders,17.567629341173124
huwelijk ,9,194.9,307.1,huwelijk,17.567629341173124
en ,3,0.0,0.0,en,17.567629341173124
glimlachte ,11,208.0,446.4,glimlachte,17.567629341173124
nogal ,6,135.1,193.3,nogal,17.567629341173124
wrang. ,7,212.2,312.5,wrang,17.567629341173124
En ,3,71.1,107.2,en,25.26048615415301
nog ,4,187.2,241.5,nog,17.567629341173124
een ,4,98.1,156.5,een,17.567629341173124
misselijke ,11,162.0,372.8,misselijke,17.567629341173124
vent ,5,161.3,225.5,vent,17.567629341173124
ook! ,5,166.6,229.5,ook,17.567629341173124
zei ,4,87.2,87.2,zei,17.567629341173124
hij ,4,107.1,132.3,hij,17.567629341173124
grimmig. ,9,164.9,339.2,grimmig,17.567629341173124
Je ,3,73.1,101.4,je,25.26048615415301
mag ,4,223.9,257.0,mag,17.567629341173124
best ,5,193.8,310.4,best,17.567629341173124
"weten, ",7,207.4,248.1,weten,17.567629341173124
"Hastings, ",10,296.3,644.8,hastings,17.567629341173124
dat ,4,118.3,170.3,dat,17.567629341173124
het ,4,198.6,354.0,het,17.567629341173124
ons ,4,162.6,191.3,ons,17.567629341173124
leven ,6,153.3,270.8,leven,17.567629341173124
behoorlijk ,11,196.9,501.1,behoorlijk,17.567629341173124
verpest. ,9,194.6,338.4,verpest,17.567629341173124
Wat ,4,125.7,280.1,wat,25.26048615415301
Evie ,5,271.0,384.3,evie,17.567629341173124
"betreft, ",9,223.3,370.5,betreft,17.567629341173124
herinner ,9,190.9,284.6,herinner,17.567629341173124
je ,3,39.7,39.7,je,17.567629341173124
je ,3,125.1,169.2,je,17.567629341173124
Evie? ,6,245.2,263.0,evie,17.567629341173124
Nee. ,5,205.6,205.6,nee,25.26048615415301
"O, ",3,192.7,248.9,o,25.26048615415301
ze ,3,139.3,147.7,ze,17.567629341173124
zal ,4,146.1,210.5,zal,17.567629341173124
van ,4,147.8,284.9,van,17.567629341173124
na ,3,154.0,481.1,na,17.567629341173124
jouw ,5,141.1,174.7,jouw,17.567629341173124
tijd ,5,193.2,272.6,tijd,17.567629341173124
"zijn, ",6,62.4,62.4,zijn,17.567629341173124
denk ,5,177.8,204.6,denk,17.567629341173124
ik. ,4,159.3,175.9,ik,17.567629341173124
Ze ,3,50.6,50.6,ze,25.26048615415301
is ,3,163.6,202.4,is,17.567629341173124
ma's ,5,249.2,404.2,mas,17.567629341173124
"factotum, ",10,234.8,856.2,factotum,17.567629341173124
"gezelschapsdame, ",17,213.6,601.3,gezelschapsdame,17.567629341173124
nou ,4,176.7,217.7,nou,17.567629341173124
"ja, ",4,49.2,49.2,ja,17.567629341173124
zo'n ,5,158.4,161.1,zon,17.567629341173124
beetje ,7,171.8,233.2,beetje,17.567629341173124
een ,4,21.9,21.9,een,17.567629341173124
manusje ,8,223.5,314.1,manusje,17.567629341173124
van ,4,23.7,38.8,van,17.567629341173124
alles! ,7,209.4,226.6,alles,17.567629341173124
Een ,4,71.8,71.8,een,25.26048615415301
flink ,6,218.3,275.4,flink,17.567629341173124
beste ,6,298.2,493.6,beste,17.567629341173124
Evie! ,6,184.3,268.8,evie,17.567629341173124
Nou ,4,139.8,139.8,nou,25.26048615415301
niet ,5,140.4,151.9,niet,17.567629341173124
direct ,7,189.7,253.0,direct,17.567629341173124
jong ,5,138.1,198.6,jong,17.567629341173124
en ,3,31.4,31.4,en,17.567629341173124
"knap, ",6,105.7,105.7,knap,17.567629341173124
maar ,5,94.3,94.3,maar,17.567629341173124
eentje ,7,165.0,197.9,eentje,17.567629341173124
waar ,5,128.0,133.2,waar,17.567629341173124
je ,3,68.7,68.7,je,17.567629341173124
van ,4,149.9,149.9,van,17.567629341173124
op ,3,59.0,59.0,op,17.567629341173124
aan ,4,198.4,261.9,aan,17.567629341173124
kunt. ,6,27.9,27.9,kunt,17.567629341173124
Maar ,5,193.4,243.4,maar,25.26048615415301
wat ,4,98.1,138.8,wat,17.567629341173124
wou ,4,156.3,210.9,wou,17.567629341173124
je ,3,109.5,170.9,je,17.567629341173124
eigenlijk ,10,149.2,221.0,eigenlijk,17.567629341173124
zeggen? ,8,144.9,209.4,zeggen,17.567629341173124
O ,2,71.1,71.1,o,25.26048615415301
"ja, ",4,157.1,179.6,ja,17.567629341173124
over ,5,243.5,345.7,over,17.567629341173124
die ,4,141.8,174.5,die,17.567629341173124
vent! ,6,85.1,85.1,vent,17.567629341173124
Hij ,4,106.9,119.6,hij,25.26048615415301
kwam ,5,114.9,114.9,kwam,17.567629341173124
uit ,4,124.0,124.0,uit,17.567629341173124
het ,4,107.5,146.6,het,17.567629341173124
niets ,6,63.3,63.3,niets,17.567629341173124
opdagen ,8,167.9,263.0,opdagen,17.5705969346105
met ,4,72.6,72.6,met,17.567629341173124
het ,4,125.4,147.9,het,17.567629341173124
smoesje ,8,177.8,244.8,smoesje,17.567629341173124
dat ,4,79.0,79.0,dat,17.567629341173124
hij ,4,97.2,97.2,hij,17.567629341173124
een ,4,76.6,76.6,een,17.567629341173124
achterneef ,11,250.4,345.6,achterneef,17.567629341173124
of ,3,41.9,64.8,of,17.567629341173124
zoiets ,7,179.2,252.8,zoiets,17.567629341173124
was ,4,105.3,105.3,was,17.567629341173124
van ,4,177.3,231.0,van,17.567629341173124
"Evie, ",6,193.9,209.9,evie,17.567629341173124
hoewel ,7,185.5,224.9,hoewel,17.567629341173124
zij ,4,72.3,97.6,zij,17.567629341173124
er ,3,67.0,67.0,er,17.567629341173124
niet ,5,216.7,304.2,niet,17.567629341173124
erg ,4,149.2,209.3,erg,17.567629341173124
op ,3,92.1,92.1,op,17.567629341173124
gesteld ,8,184.9,289.2,gesteld,17.567629341173124
leek ,5,106.1,198.5,leek,17.567629341173124
de ,3,88.4,101.8,de,17.567629341173124
verwantschap ,13,246.0,336.9,verwantschap,17.567629341173124
te ,3,42.8,42.8,te,17.567629341173124
erkennen. ,10,229.3,355.5,erkennen,17.567629341173124
Iedereen ,9,210.9,321.8,iedereen,25.26048615415301
kan ,4,148.4,164.0,kan,17.567629341173124
zien ,5,189.5,239.2,zien,17.567629341173124
dat ,4,55.3,55.3,dat,17.567629341173124
die ,4,159.7,159.7,die,17.567629341173124
vent ,5,125.5,187.3,vent,17.567629341173124
helemaal ,9,142.1,274.6,helemaal,17.567629341173124
uit ,4,116.1,116.1,uit,17.567629341173124
de ,3,116.9,156.9,de,17.567629341173124
toon ,5,174.2,174.2,toon,17.567629341173124
valt. ,6,110.7,110.7,valt,17.567629341173124
Hij ,4,46.8,46.8,hij,25.26048615415301
heeft ,6,186.1,229.1,heeft,17.567629341173124
een ,4,61.7,61.7,een,17.567629341173124
pikzwarte ,10,234.0,370.0,pikzwarte,17.567629341173124
baard ,6,259.8,330.5,baard,17.567629341173124
en ,3,99.0,99.0,en,17.567629341173124
draagt ,7,184.9,194.7,draagt,17.567629341173124
"lakschoenen, ",13,189.8,452.8,lakschoenen,17.567629341173124
weer ,5,207.0,273.6,weer,17.567629341173124
of ,3,165.1,183.1,of,17.567629341173124
geen ,5,143.3,224.6,geen,17.567629341173124
weer! ,6,133.5,178.3,weer,17.567629341173124
Maar ,5,224.7,319.2,maar,25.26048615415301
ma ,3,193.6,217.1,ma,17.567629341173124
had ,4,219.7,276.2,had,17.567629341173124
meteen ,7,254.1,360.2,meteen,17.567629341173124
heel ,5,201.9,217.8,heel,17.567629341173124
veel ,5,131.5,177.0,veel,17.567629341173124
met ,4,220.8,280.5,met,17.567629341173124
hem ,4,135.7,251.6,hem,17.567629341173124
op ,3,101.8,169.0,op,17.567629341173124
en ,3,155.5,180.2,en,17.567629341173124
nam ,4,117.7,117.7,nam,17.567629341173124
hem ,4,88.8,88.8,hem,17.567629341173124
in ,3,137.4,137.4,in,17.567629341173124
dienst ,7,124.9,170.2,dienst,17.567629341173124
als ,4,77.5,120.0,als,17.567629341173124
weet ,5,182.6,182.6,weet,17.567629341173124
toch ,5,70.1,84.3,toch,17.567629341173124
dat ,4,90.8,106.6,dat,17.567629341173124
ze ,3,87.4,108.5,ze,17.567629341173124
altijd ,7,182.0,263.4,altijd,17.567629341173124
wel ,4,141.0,169.0,wel,17.567629341173124
honderd ,8,144.6,174.4,honderd,17.567629341173124
verenigingen ,13,183.3,491.8,verenigingen,17.567629341173124
leidde? ,8,185.4,417.1,leidde,17.567629341173124
Ik ,3,136.8,152.8,ik,25.26048615415301
knikte. ,8,212.5,311.4,knikte,17.567629341173124
Door ,5,173.4,232.9,door,25.26048615415301
de ,3,156.7,192.2,de,17.567629341173124
oorlog ,7,111.3,198.2,oorlog,17.567629341173124
zijn ,5,188.8,258.0,zijn,17.567629341173124
het ,4,196.6,213.8,het,17.567629341173124
er ,3,110.3,212.8,er,17.567629341173124
nu ,3,54.9,75.0,nu,17.567629341173124
geen ,5,150.7,191.5,geen,17.567629341173124
honderden ,10,155.5,245.4,honderden,17.567629341173124
maar ,5,109.9,168.2,maar,17.567629341173124
duizenden. ,11,225.4,314.6,duizenden,17.567629341173124
Geen ,5,171.7,206.3,geen,25.26048615415301
wonder ,7,242.0,276.8,wonder,17.567629341173124
dat ,4,122.3,172.4,dat,17.567629341173124
die ,4,74.4,74.4,die,17.567629341173124
kerel ,6,146.0,154.1,kerel,17.567629341173124
haar ,5,151.6,151.6,haar,17.567629341173124
goed ,5,206.1,256.1,goed,17.567629341173124
te ,3,122.8,122.8,te,17.567629341173124
pas ,4,179.1,216.5,pas,17.567629341173124
kwam! ,6,138.7,171.2,kwam,17.567629341173124
Maar ,5,122.8,122.8,maar,25.26048615415301
je ,3,91.8,91.8,je,17.567629341173124
snapt ,6,145.7,164.1,snapt,17.567629341173124
wel ,4,94.5,108.9,wel,17.567629341173124
wat ,4,66.9,66.9,wat,17.567629341173124
een ,4,139.7,139.7,een,17.567629341173124
klap ,5,195.4,200.5,klap,17.567629341173124
in ,3,76.6,100.5,in,17.567629341173124
't ,3,65.1,65.1,t,17.567629341173124
gezicht ,8,217.9,234.8,gezicht,17.567629341173124
het ,4,53.8,53.8,het,17.567629341173124
voor ,5,167.7,225.0,voor,17.567629341173124
ons ,4,154.6,175.5,ons,17.567629341173124
"was, ",5,101.4,129.0,was,17.567629341173124
toen ,5,105.0,166.5,toen,17.567629341173124
ze ,3,85.5,85.5,ze,17.567629341173124
drie ,5,106.3,161.8,drie,17.567629341173124
maanden ,8,117.9,139.6,maanden,17.567629341173124
geleden ,8,169.3,193.1,geleden,17.567629341173124
plotseling ,11,203.6,229.9,plotseling,17.567629341173124
aankondigde ,12,229.3,267.8,aankondigde,17.567629341173124
dat ,4,52.6,52.6,dat,17.567629341173124
zij ,4,73.4,73.4,zij,17.567629341173124
en ,3,133.4,189.0,en,17.567629341173124
Alfred ,7,187.8,324.2,alfred,17.567629341173124
zich ,5,145.8,167.3,zich,17.567629341173124
verloofd ,9,173.7,259.8,verloofd,17.567629341173124
hadden! ,8,244.7,286.6,hadden,17.567629341173124
Die ,4,102.5,106.4,die,25.26048615415301
vent ,5,120.5,129.9,vent,17.567629341173124
is ,3,70.9,70.9,is,17.567629341173124
minstens ,9,210.2,224.4,minstens,17.567629341173124
twintig ,8,196.9,237.7,twintig,17.567629341173124
jaar ,5,126.2,165.4,jaar,17.567629341173124
jonger ,7,181.5,247.8,jonger,17.567629341173124
dan ,4,36.7,36.7,dan,17.567629341173124
zij! ,5,178.2,178.2,zij,17.567629341173124
Hij ,4,162.9,253.4,hij,25.26048615415301
is ,3,92.1,150.0,is,17.567629341173124
gewoon ,7,150.9,286.9,gewoon,17.567629341173124
een ,4,15.9,15.9,een,17.567629341173124
onbeschaamde ,13,242.6,508.3,onbeschaamde,17.567629341173124
fortuinzoeker; ,15,240.7,497.1,fortuinzoeker,17.567629341173124
maar ,5,127.6,183.0,maar,17.567629341173124
wat ,4,145.0,163.2,wat,17.567629341173124
wil ,4,182.2,231.5,wil,17.567629341173124
is ,3,177.9,213.2,is,17.567629341173124
haar ,5,108.1,126.5,haar,17.567629341173124
eigen ,6,202.3,270.9,eigen,17.567629341173124
"baas, ",6,119.0,136.4,baas,17.567629341173124
en ,3,129.3,166.9,en,17.567629341173124
ze ,3,79.1,79.1,ze,17.567629341173124
is ,3,131.1,167.5,is,17.567629341173124
met ,4,133.3,244.6,met,17.567629341173124
hem ,4,107.5,107.5,hem,17.567629341173124
getrouwd. ,10,155.6,223.6,getrouwd,17.567629341173124
Het ,4,154.0,174.7,het,25.26048615415301
moet ,5,133.0,216.4,moet,17.567629341173124
voor ,5,80.8,80.8,voor,17.567629341173124
jullie ,7,222.6,255.7,jullie,17.567629341173124
wel ,4,41.8,41.8,wel,17.567629341173124
een ,4,163.4,163.4,een,17.567629341173124
moeilijke ,10,104.1,104.1,moeilijke,17.567629341173124
situatie ,9,188.4,267.2,situatie,17.567629341173124
zijn. ,6,110.5,143.6,zijn,17.567629341173124
Moeilijk! ,10,163.6,371.8,moeilijk,25.26048615415301
Een ,4,28.9,28.9,een,25.26048615415301
onmogelijke ,12,137.6,318.4,onmogelijke,17.567629341173124
"situatie, ",10,170.7,255.4,situatie,17.567629341173124
dat ,4,141.5,141.5,dat,17.567629341173124
is ,3,149.9,238.6,is,17.567629341173124
het! ,5,56.7,94.1,het,17.567629341173124
Zo ,3,164.3,164.3,zo,25.26048615415301
kwam ,5,118.7,118.7,kwam,17.567629341173124
het ,4,111.0,140.7,het,17.567629341173124
dat ,4,80.6,94.8,dat,17.567629341173124
"ik, ",4,101.4,117.3,ik,17.567629341173124
drie ,5,134.2,152.8,drie,17.567629341173124
dagen ,6,140.7,190.4,dagen,17.567629341173124
"later, ",7,79.1,93.4,later,17.567629341173124
uit ,4,80.9,136.7,uit,17.567629341173124
de ,3,87.0,87.0,de,17.567629341173124
trein ,6,187.0,187.0,trein,17.567629341173124
stapte ,7,150.5,150.5,stapte,17.567629341173124
in ,3,71.5,71.5,in,17.567629341173124
Styles ,7,206.8,342.6,styles,17.567629341173124
St. ,4,178.8,268.2,st,17.567629341173124
"Mary, ",6,177.4,284.6,mary,25.26048615415301
een ,4,137.1,145.0,een,17.567629341173124
belachelijk ,12,175.6,392.0,belachelijk,17.567629341173124
klein ,6,152.0,230.0,klein,17.567629341173124
stationnetje ,13,226.0,393.0,stationnetje,17.567629341173124
zonder ,7,213.3,275.7,zonder,17.567629341173124
enige ,6,173.2,190.2,enige,17.567629341173124
duidelijke ,11,247.0,491.7,duidelijke,17.567629341173124
"bestaansgrond, ",15,225.3,592.2,bestaansgrond,17.567629341173124
gelegen ,8,212.7,255.2,gelegen,17.567629341173124
temidden ,9,225.2,400.6,temidden,17.567629341173124
van ,4,42.6,99.0,van,17.567629341173124
groene ,7,211.1,306.7,groene,17.567629341173124
velden ,7,192.4,207.0,velden,17.567629341173124
en ,3,14.5,14.5,en,17.567629341173124
landweggetjes. ,15,226.8,522.8,landweggetjes,17.567629341173124
John ,5,194.6,198.6,john,25.26048615415301
Cavendish ,10,212.1,332.1,cavendish,17.567629341173124
stond ,6,165.4,206.1,stond,17.567629341173124
me ,3,169.4,217.2,me,17.567629341173124
op ,3,146.6,198.2,op,17.567629341173124
het ,4,66.1,87.6,het,17.567629341173124
perron ,7,231.4,291.8,perron,17.567629341173124
op ,3,35.0,35.0,op,17.567629341173124
te ,3,149.3,160.1,te,17.567629341173124
wachten ,8,105.4,174.3,wachten,17.567629341173124
en ,3,80.0,80.0,en,17.567629341173124
bracht ,7,174.3,253.5,bracht,17.567629341173124
me ,3,36.5,36.5,me,17.567629341173124
naar ,5,220.5,254.5,naar,17.567629341173124
de ,3,97.8,121.9,de,17.567629341173124
auto. ,6,135.2,135.2,auto,17.567629341173124
We ,3,104.3,104.3,we,25.26048615415301
hebben ,7,196.8,355.8,hebben,17.567629341173124
nog ,4,63.4,85.2,nog,17.567629341173124
steeds ,7,163.8,316.1,steeds,17.567629341173124
een ,4,75.3,101.1,een,17.5705969346105
paar ,5,100.4,127.4,paar,17.567629341173124
druppels ,9,218.2,353.9,druppels,17.567629341173124
"benzine, ",9,153.7,251.7,benzine,17.567629341173124
weet ,5,103.9,118.0,weet,17.567629341173124
"je, ",4,198.4,278.2,je,17.567629341173124
zei ,4,138.2,138.2,zei,17.567629341173124
hij. ,5,99.8,99.8,hij,17.567629341173124
Dat ,4,61.8,61.8,dat,25.26048615415301
hebben ,7,187.0,259.0,hebben,17.567629341173124
we ,3,69.0,69.0,we,17.567629341173124
voornamelijk ,13,207.1,323.3,voornamelijk,17.567629341173124
te ,3,49.9,63.8,te,17.567629341173124
danken ,7,194.9,242.1,danken,17.567629341173124
aan ,4,106.9,106.9,aan,17.567629341173124
de ,3,26.7,26.7,de,8.923138508155578
activiteiten ,13,134.6,359.8,activiteiten,17.59120090673287
van ,4,236.2,314.0,van,17.567629341173124
ma. ,4,159.0,183.5,ma,17.567629341173124
Het ,4,141.5,141.5,het,25.26048615415301
dorp ,5,119.3,209.1,dorp,17.567629341173124
Styles ,7,184.4,388.1,styles,17.567629341173124
St. ,4,107.4,145.9,st,17.567629341173124
Mary ,5,208.0,237.3,mary,25.26048615415301
lag ,4,115.9,184.9,lag,17.567629341173124
ongeveer ,9,190.9,382.9,ongeveer,17.567629341173124
drie ,5,143.8,143.8,drie,17.567629341173124
kilometer ,10,179.2,253.9,kilometer,17.567629341173124
van ,4,88.2,88.2,van,17.567629341173124
het ,4,118.8,141.6,het,17.567629341173124
"stationnetje, ",14,168.6,355.8,stationnetje,17.567629341173124
en ,3,60.3,60.3,en,17.567629341173124
Styles ,7,225.9,381.9,styles,17.567629341173124
Court ,6,178.7,364.3,court,17.567629341173124
lag ,4,141.8,258.8,lag,17.567629341173124
ruim ,5,191.3,384.8,ruim,17.567629341173124
een ,4,75.5,104.4,een,17.567629341173124
kilometer ,10,245.8,501.0,kilometer,17.567629341173124
de ,3,22.7,22.7,de,17.567629341173124
andere ,7,249.3,359.8,andere,17.567629341173124
kant ,5,141.2,165.5,kant,17.567629341173124
op. ,4,99.1,143.5,op,17.567629341173124
Het ,4,138.3,177.9,het,25.26048615415301
was ,4,143.4,160.6,was,17.567629341173124
een ,4,89.1,160.0,een,17.567629341173124
"rustige, ",9,221.1,413.7,rustige,17.567629341173124
warme ,6,148.1,214.2,warme,17.567629341173124
dag ,4,165.0,187.3,dag,17.567629341173124
in ,3,104.9,104.9,in,17.567629341173124
het ,4,121.0,129.8,het,17.567629341173124
begin ,6,92.9,196.0,begin,17.567629341173124
van ,4,79.7,81.9,van,17.567629341173124
juli. ,6,87.9,125.9,juli,17.60863023428287
Als ,4,56.0,110.9,als,25.26048615415301
je ,3,124.6,146.0,je,17.567629341173124
daar ,5,137.5,280.6,daar,17.567629341173124
dat ,4,136.9,280.9,dat,17.567629341173124
vlakke ,7,201.4,292.5,vlakke,17.567629341173124
land ,5,120.5,166.8,land,17.567629341173124
van ,4,102.5,102.5,van,17.567629341173124
Essex ,6,138.5,197.9,essex,17.567629341173124
zo ,3,42.9,42.9,zo,17.567629341173124
groen ,6,162.7,230.7,groen,17.567629341173124
en ,3,33.7,46.3,en,17.567629341173124
vredig ,7,226.5,270.9,vredig,17.567629341173124
zag ,4,106.2,150.9,zag,17.567629341173124
liggen ,7,163.0,163.0,liggen,17.567629341173124
in ,3,0.0,0.0,in,17.567629341173124
de ,3,68.8,100.3,de,17.567629341173124
"middagzon, ",11,236.5,254.9,middagzon,17.567629341173124
leek ,5,199.4,199.4,leek,17.567629341173124
het ,4,66.3,74.7,het,17.567629341173124
bijna ,6,135.1,145.9,bijna,17.567629341173124
onmogelijk ,11,229.8,319.0,onmogelijk,17.567629341173124
te ,3,0.0,0.0,te,17.567629341173124
geloven ,8,241.8,250.0,geloven,17.567629341173124
"dat, ",5,119.2,153.1,dat,17.567629341173124
niet ,5,142.4,156.0,niet,17.567629341173124
eens ,5,119.4,135.3,eens,17.567629341173124
zo ,3,197.3,215.5,zo,17.567629341173124
ver ,4,77.0,77.0,ver,17.5705969346105
"weg, ",5,92.9,132.8,weg,17.567629341173124
onafwendbaar ,13,205.3,398.6,onafwendbaar,17.567629341173124
een ,4,19.3,19.3,een,17.567629341173124
wereldoorlog ,13,232.2,586.7,wereldoorlog,17.567629341173124
voort ,6,204.0,375.2,voort,17.567629341173124
woedde. ,8,223.8,276.3,woedde,17.567629341173124
Ik ,3,38.7,38.7,ik,25.26048615415301
had ,4,218.7,237.7,had,17.567629341173124
het ,4,132.7,181.3,het,17.567629341173124
gevoel ,7,108.0,108.0,gevoel,17.567629341173124
dat ,4,105.6,105.6,dat,17.567629341173124
ik ,3,130.2,149.9,ik,17.567629341173124
plotseling ,11,174.9,223.3,plotseling,17.576513871196795
in ,3,52.3,52.3,in,17.567629341173124
een ,4,147.6,147.6,een,17.567629341173124
andere ,7,135.7,143.8,andere,17.567629341173124
wereld ,7,99.0,122.0,wereld,17.567629341173124
was ,4,52.5,52.5,was,17.573558436298875
terechtgekomen. ,16,172.4,324.9,terechtgekomen,17.567629341173124
Toen ,5,89.0,174.6,toen,25.26048615415301
we ,3,170.6,227.6,we,17.567629341173124
het ,4,104.9,129.3,het,17.567629341173124
hek ,4,99.6,140.4,hek,17.567629341173124
bij ,4,151.8,196.4,bij,17.567629341173124
de ,3,0.0,0.0,de,17.567629341173124
portierswoning ,15,192.8,618.3,portierswoning,17.567629341173124
zei ,4,84.1,145.9,zei,17.567629341173124
John: ,6,181.4,225.1,john,17.567629341173124
Ik ,3,58.5,82.3,ik,17.567629341173124
ben ,4,130.7,145.5,ben,17.567629341173124
bang ,5,78.3,78.3,bang,17.567629341173124
dat ,4,54.4,54.4,dat,17.567629341173124
je ,3,111.3,111.3,je,8.940817010268336
het ,4,85.4,171.4,het,17.5705969346105
hier ,5,168.4,177.5,hier,17.567629341173124
nogal ,6,190.4,283.1,nogal,17.567629341173124
stil ,5,170.2,247.3,stil,17.567629341173124
zult ,5,68.2,68.2,zult,17.567629341173124
"vinden, ",8,224.1,249.4,vinden,17.567629341173124
Hastings. ,10,177.6,336.6,hastings,17.567629341173124
